1.0E+08: 1.7770E+04
1.1E+08: 1.5460E+04
1.1E+08: 1.3450E+04
1.2E+08: 1.1701E+04
1.3E+08: 1.0181E+04
1.4E+08: 8.8586E+03
1.5E+08: 7.7084E+03
1.6E+08: 6.7080E+03
1.7E+08: 5.8380E+03
1.9E+08: 5.0812E+03
2.0E+08: 4.4231E+03
2.2E+08: 3.8506E+03
2.3E+08: 3.3527E+03
2.5E+08: 2.9197E+03
2.7E+08: 2.5431E+03
2.8E+08: 2.2155E+03
3.1E+08: 1.9306E+03
3.3E+08: 1.6828E+03
3.5E+08: 1.4673E+03
3.8E+08: 1.2798E+03
4.0E+08: 1.1167E+03
4.3E+08: 9.7475E+02
4.6E+08: 8.5120E+02
5.0E+08: 7.4358E+02
5.3E+08: 6.4973E+02
5.7E+08: 5.6776E+02
6.1E+08: 4.9604E+02
6.6E+08: 4.3314E+02
7.1E+08: 3.7784E+02
7.6E+08: 3.2911E+02
8.1E+08: 2.8609E+02
8.7E+08: 2.4807E+02
9.3E+08: 2.1449E+02
1.0E+09: 1.8488E+02
1.1E+09: 1.5886E+02
1.1E+09: 1.3608E+02
1.2E+09: 1.1624E+02
1.3E+09: 9.9063E+01
1.4E+09: 8.4270E+01
1.5E+09: 7.1597E+01
1.6E+09: 6.0787E+01
1.7E+09: 5.1601E+01
1.9E+09: 4.3816E+01
2.0E+09: 3.7231E+01
2.2E+09: 3.1668E+01
2.3E+09: 2.6968E+01
2.5E+09: 2.2998E+01
2.7E+09: 1.9640E+01
2.8E+09: 1.6797E+01
3.1E+09: 1.4387E+01
3.3E+09: 1.2340E+01
3.5E+09: 1.0599E+01
3.8E+09: 9.1148E+00
4.0E+09: 7.8476E+00
4.3E+09: 6.7638E+00
4.6E+09: 5.8353E+00
5.0E+09: 5.0385E+00
5.3E+09: 4.3539E+00
5.7E+09: 3.7649E+00
6.1E+09: 3.2574E+00
6.6E+09: 2.8198E+00
7.1E+09: 2.4420E+00
7.6E+09: 2.1156E+00
8.1E+09: 1.8333E+00
8.7E+09: 1.5891E+00
9.3E+09: 1.3776E+00
1.0E+10: 1.1944E+00
1.1E+10: 1.0355E+00
1.1E+10: 8.9781E-01
1.2E+10: 7.7834E-01
1.3E+10: 6.7467E-01
1.4E+10: 5.8469E-01
1.5E+10: 5.0655E-01
1.6E+10: 4.3870E-01
1.7E+10: 3.7977E-01
1.9E+10: 3.2857E-01
2.0E+10: 2.8408E-01
2.2E+10: 2.4542E-01
2.3E+10: 2.1182E-01
2.5E+10: 1.8262E-01
2.7E+10: 1.5724E-01
2.8E+10: 1.3517E-01
3.1E+10: 1.1599E-01
3.3E+10: 9.9309E-02
3.5E+10: 8.4807E-02
3.8E+10: 7.2198E-02
4.0E+10: 6.1234E-02
4.3E+10: 5.1700E-02
4.6E+10: 4.3409E-02
5.0E+10: 3.6200E-02
5.3E+10: 2.9930E-02
5.7E+10: 2.4478E-02
6.1E+10: 1.9736E-02
6.6E+10: 1.5613E-02
7.1E+10: 1.2026E-02
7.6E+10: 8.9076E-03
8.1E+10: 6.1951E-03
8.7E+10: 3.8361E-03
9.3E+10: 1.7844E-03
1.0E+11: 0.0000E+00
